name,first_week,year,inflation,first_week_box
Околофутбола,26.09.2013,2013,"1,328473",47526605
Дружинники,23.08.2012,2012,"1,434751",43888290
Человек-волк,25.02.2010,2010,"1,673423",37588282
Безбрачная неделя,21.04.2011,2011,"1,539488",40760796
Код доступа «Кейптаун»,09.02.2012,2012,"1,434751",43638392
Знакомство со спартанцами,21.02.2008,2008,"2,018811",30938626
Мухнём на Луну,21.08.2008,2008,"2,018811",30800977
Чемпионы: Быстрее. Выше. Сильнее,19.02.2016,2016,"1,04",59628273
Страна чудес,08.01.2016,2016,"1,04",59277081
P.S. Я люблю тебя,14.02.2008,2008,"2,018811",30455933
Без компромиссов,23.06.2011,2011,"1,539488",39845748
Пипец,15.04.2010,2010,"1,673423",36549346
Простые сложности,14.01.2010,2010,"1,673423",36518427
Три дня на побег,18.11.2010,2010,"1,673423",36434832
Географ глобус пропил,07.11.2013,2013,"1,328473",45837738
Winx Club: Волшебное приключение,21.10.2010,2010,"1,673423",36315091
Ограбление казино,18.10.2012,2012,"1,434751",42196989
Артур и месть Урдалака,03.12.2009,2009,"1,80897",33463413
Гонка,17.10.2013,2013,"1,328473",45543303
Консервы,25.01.2007,2007,"2,339802",25836334
Всё включено 2,03.10.2013,2013,"1,328473",45431018
Запретное царство,25.04.2008,2008,"2,018811",29806010
Чёрный лебедь,10.02.2011,2011,"1,539488",39080366
Право на убийство,18.09.2008,2008,"2,018811",29772270
Медальон,06.09.2012,2012,"1,434751",41832848
Очень плохие девчонки,16.06.2017,2017,1,59897342
Пила 6,29.10.2009,2009,"1,80897",33028716
Шпионский мост,04.12.2015,2015,"1,09096",54634155
День дурака,13.11.2014,2014,"1,202238",49517201
Мистер Бин на отдыхе,29.03.2007,2007,"2,339802",25436651
13,21.10.2010,2010,"1,673423",35564454
13,21.10.2010,2010,"1,673423",35564454
Мой парень – ангел,05.01.2012,2012,"1,434751",41366452
Орда,20.09.2012,2012,"1,434751",41282335
Жизнь впереди,06.10.2017,2017,1,59125036
Мгла,22.11.2007,2007,"2,339802",25185120
Славные парни,17.06.2016,2016,"1,04",56642192
На игре 2. Новый уровень,15.04.2010,2010,"1,673423",35090431
Нечто,20.10.2011,2011,"1,539488",38101678
30 свиданий,05.02.2016,2016,"1,04",56189214
Трое и Снежинка,08.11.2007,2007,"2,339802",24948540
Призраки бывших подружек,30.07.2009,2009,"1,80897",32234632
Доброе утро,13.01.2011,2011,"1,539488",37847312
Погоня,22.09.2011,2011,"1,539488",37797632
Пираньи 3DD,23.08.2012,2012,"1,434751",40502322
Девичник в Вегасе,23.06.2011,2011,"1,539488",37733972
Зеркала,21.08.2008,2008,"2,018811",28746854
Отец-молодец,21.11.2013,2013,"1,328473",43572058
Пол: Секретный материальчик,24.03.2011,2011,"1,539488",37548578
Потрошители,01.04.2010,2010,"1,673423",34206150
План Б,06.05.2010,2010,"1,673423",34127783
Месть пушистых,29.04.2010,2010,"1,673423",34049484
Конец света 2013: Апокалипсис по-голливудски,19.09.2013,2013,"1,328473",42810007
Мне бы в небо,14.01.2010,2010,"1,673423",33907457
Нокаут,19.01.2012,2012,"1,434751",39528438
Ограбление на Бейкер-Стрит,27.03.2008,2008,"2,018811",28036400
Не шутите с Zоханом!,19.06.2008,2008,"2,018811",28022660
Схватка,26.01.2012,2012,"1,434751",39255063
Семейка монстров,25.09.2014,2014,"1,202238",46766831
Звёздные войны: Эпизод 1 – Скрытая угроза,09.02.2012,2012,"1,434751",39171403
Страсти Дон Жуана,26.09.2013,2013,"1,328473",42192538
"SOS, Дед Мороз или Все сбудется!",11.12.2015,2015,"1,09096",51316907
SuperПерцы,27.09.2007,2007,"2,339802",23922903
Реальные кабаны,15.03.2007,2007,"2,339802",23857779
Реальная белка 2,25.08.2017,2017,1,55726670
Ворон,12.04.2012,2012,"1,434751",38839848
Свадьба по обмену,21.04.2011,2011,"1,539488",36074991
Мачете,02.09.2010,2010,"1,673423",33123065
Знакомьтесь: Дэйв,10.07.2008,2008,"2,018811",27406397
Парк Юрского периода,04.04.2013,2013,"1,328473",41642158
Приключения Десперо,01.01.2009,2009,"1,80897",30576854
Молот,04.11.2016,2016,"1,04",53041308
Любовь и другие лекарства,27.01.2011,2011,"1,539488",35823390
Шкатулка проклятия,30.08.2012,2012,"1,434751",38438409
Приличные люди,30.04.2015,2015,"1,09096",50223235
"Поймай толстуху, если сможешь",21.03.2013,2013,"1,328473",41186040
Мамы 3,25.12.2014,2014,"1,202238",45502057
Мост в Терабитию,22.02.2007,2007,"2,339802",23285308
Отель «Гранд Будапешт»,20.03.2014,2014,"1,202238",45298294
Престиж,18.01.2007,2007,"2,339802",23266104
Транс,04.04.2013,2013,"1,328473",40889112
Охотники за сокровищами,20.02.2014,2014,"1,202238",45166846
Ведьмина гора,26.03.2009,2009,"1,80897",29938138
Волки и овцы: бе-е-е-зумное превращение,29.04.2016,2016,"1,04",52028287
"Кловерфилд, 10",01.04.2016,2016,"1,04",51981764
Драйв,03.11.2011,2011,"1,539488",35104554
"Жизнь, как она есть",14.10.2010,2010,"1,673423",32290874
Slove. Прямо в сердце,24.02.2011,2011,"1,539488",35000000
История дельфина,06.10.2011,2011,"1,539488",34954585
Левиафан,05.02.2015,2015,"1,09096",49195448
Бабло,13.10.2011,2011,"1,539488",34845609
Астрал 4: Последний ключ,12.01.2018,2018,1,53366502
Территория девственниц,06.03.2008,2008,"2,018811",26396560
Толстяк на ринге,06.12.2012,2012,"1,434751",37139044
Мафия: Игра на выживание,08.01.2016,2016,"1,04",51206980
Тёмный мир: Равновесие,05.12.2013,2013,"1,328473",40016407
Виселица,23.07.2015,2015,"1,09096",48702428
Большое путешествие вглубь океанов 3D: Возвращение,22.04.2010,2010,"1,673423",31746007
30 дней ночи,08.11.2007,2007,"2,339802",22634099
Супергеройское кино,27.03.2008,2008,"2,018811",26227921
Ничего личного,26.03.2009,2009,"1,80897",29255577
13-й район: Ультиматум,03.09.2009,2009,"1,80897",29157115
Антикиллер Д.К: Любовь без памяти,03.12.2009,2009,"1,80897",29137909
Мачете убивает,24.10.2013,2013,"1,328473",39535138
Маленький принц,25.12.2015,2015,"1,09096",48074574
Лавка чудес,13.12.2007,2007,"2,339802",22366331
Джон Уик,08.01.2015,2015,"1,09096",47925764
Любовь сквозь время,13.02.2014,2014,"1,202238",43372788
Подарок с характером,22.05.2014,2014,"1,202238",43360902
Отличница лёгкого поведения,11.11.2010,2010,"1,673423",30940570
Иностранец,01.12.2017,2017,1,51745255
Клятва,01.03.2012,2012,"1,434751",35996532
Красная Шапка против зла,04.08.2011,2011,"1,539488",33500000
Майкл Джексон: Вот и всё,29.10.2009,2009,"1,80897",28449104
Проект X: Дорвались,05.04.2012,2012,"1,434751",35865737
Стоун,14.10.2010,2010,"1,673423",30729284
Сумерки,20.11.2008,2008,"2,018811",25470463
Уолл Стрит: Деньги не спят,30.09.2010,2010,"1,673423",30708849
"Паранорман, или Как приручить зомби",23.08.2012,2012,"1,434751",35809707
Шевели ластами!,19.08.2010,2010,"1,673423",30512618
11-11-11,10.11.2011,2011,"1,539488",33153781
11-11-11,10.11.2011,2011,"1,539488",33153781
11-11-11,10.11.2011,2011,"1,539488",33153781
Семь психопатов,18.10.2012,2012,"1,434751",35553116
Геймер,10.09.2009,2009,"1,80897",28180035
Вторжение,08.11.2007,2007,"2,339802",21737586
Пикап: Съём без правил,03.12.2009,2009,"1,80897",28103416
27 свадеб,20.03.2008,2008,"2,018811",25104348
Элвин и бурундуки,20.12.2007,2007,"2,339802",21655395
Убрать из друзей,09.07.2015,2015,"1,09096",46404276
Всё и сразу,05.06.2014,2014,"1,202238",41954218
Любовь с акцентом,11.10.2012,2012,"1,434751",35035591
Паранормальное явление,05.11.2009,2009,"1,80897",27692043
Побег с планеты Земля,28.02.2013,2013,"1,328473",37518033
Первая любовь,05.03.2009,2009,"1,80897",27546832
Окулус,10.04.2014,2014,"1,202238",41389544
"Удачи, Чак!",11.10.2007,2007,"2,339802",21262168
22 пули: Бессмертный,08.04.2010,2010,"1,673423",29481642
Запрещенная реальность,08.10.2009,2009,"1,80897",27262396
Шевели ластами 2,16.08.2012,2012,"1,434751",34275117
Рок-н-рольщик,29.01.2009,2009,"1,80897",27141806
Самоубийцы,01.03.2012,2012,"1,434751",34110871
Стрелок,12.04.2007,2007,"2,339802",20862842
Несломленный,15.01.2015,2015,"1,09096",44715114
Реальный папа,17.04.2008,2008,"2,018811",24106247
Дьявол,23.09.2010,2010,"1,673423",29002139
Укрощение строптивых,29.10.2009,2009,"1,80897",26823300
Точка обстрела,28.02.2008,2008,"2,018811",24033594
"Кто наш папа, чувак?",12.01.2018,2018,1,48505251
Бурлеск,27.01.2011,2011,"1,539488",31468860
Игра Эндера,31.10.2013,2013,"1,328473",36382014
Если я останусь,28.08.2014,2014,"1,202238",40076674
Последнее изгнание дьявола,09.09.2010,2010,"1,673423",28768208
Миллионер из трущоб,26.02.2009,2009,"1,80897",26602122
Финансовый монстр,03.06.2016,2016,"1,04",46239620
Меняющие реальность,03.03.2011,2011,"1,539488",31213719
Удача Логана,08.09.2017,2017,1,47644802
Цветок дьявола,16.09.2010,2010,"1,673423",28456660
Пираты! Банда неудачников,26.04.2012,2012,"1,434751",33170620
Зубная фея,28.01.2010,2010,"1,673423",28425330
Могучие рейнджеры,24.03.2017,2017,1,47506125
"Больше, чем друг",19.08.2010,2010,"1,673423",28383780
Уличные танцы 3D,10.06.2010,2010,"1,673423",28375210
Затащи меня в Ад,09.07.2009,2009,"1,80897",26177332
Коралина в Стране Кошмаров,30.04.2009,2009,"1,80897",26143587
Красотки в бегах,11.06.2015,2015,"1,09096",43253745
Во имя короля: История осады подземелья,13.12.2007,2007,"2,339802",20131412
Паранойя,15.08.2013,2013,"1,328473",35419771
Дориан Грей,04.02.2010,2010,"1,673423",28114721
Опасные пассажиры поезда 123,03.09.2009,2009,"1,80897",25973241
13-й район: Кирпичные особняки,08.05.2014,2014,"1,202238",39075509
13-й район: Кирпичные особняки,08.05.2014,2014,"1,202238",39075509
Один день,18.08.2011,2011,"1,539488",30470025
Не брать живым,11.03.2010,2010,"1,673423",28020635
Спасти Санту,21.11.2013,2013,"1,328473",35132157
В поисках Немо,13.09.2012,2012,"1,434751",32426188
Красные огни,19.07.2012,2012,"1,434751",32338438
Пятница,26.02.2016,2016,"1,04",44590340
Реальная сказка,03.11.2011,2011,"1,539488",30032826
Глухарь в кино,06.05.2010,2010,"1,673423",27581849
Цунами 3D,27.09.2012,2012,"1,434751",32154816
Новая Земля,28.08.2008,2008,"2,018811",22819692
Вампирский засос,02.09.2010,2010,"1,673423",27514552
Блондинка в эфире,08.05.2014,2014,"1,202238",38249654
Собачья жизнь,31.03.2017,2017,1,45928810
На грани,02.02.2012,2012,"1,434751",31976484
Друг невесты,01.05.2008,2008,"2,018811",22712530
Спиди Гонщик,29.05.2008,2008,"2,018811",22554348
Эта дурацкая любовь,22.09.2011,2011,"1,539488",29542455
Блондинка в шоколаде,08.02.2007,2007,"2,339802",19416480
Ласковый май,01.10.2009,2009,"1,80897",25093185
Игрок,22.01.2015,2015,"1,09096",41573224
Кадры,13.06.2013,2013,"1,328473",34117708
Хостел 2,26.07.2007,2007,"2,339802",19361895
Париж: Город мёртвых,02.10.2014,2014,"1,202238",37672886
Аноним,17.11.2011,2011,"1,539488",29269027
Пять невест,29.09.2011,2011,"1,539488",29217247
Супер Майк XXL,02.07.2015,2015,"1,09096",41003522
Полтора шпиона,08.07.2016,2016,"1,04",42953687
Большой Стэн,12.06.2008,2008,"2,018811",22094292
Бунт ушастых,09.06.2011,2011,"1,539488",28969847
Газгольдер: Фильм,24.04.2014,2014,"1,202238",37094326
Пипец 2,05.09.2013,2013,"1,328473",33545585
Красный отель,06.12.2007,2007,"2,339802",19036790
Кон-Тики,18.04.2013,2013,"1,328473",33493036
Свадебный угар,08.07.2016,2016,"1,04",42777336
Мертвые дочери,01.02.2007,2007,"2,339802",19008753
"Александр и ужасный, кошмарный, нехороший, очень плохой день",09.10.2014,2014,"1,202238",36973298
Идеальный побег,03.09.2009,2009,"1,80897",24567178
Феи: Тайна зимнего леса,29.11.2012,2012,"1,434751",30710922
Храбрые перцем,12.05.2011,2011,"1,539488",28483153
Хижина в лесу,12.04.2012,2012,"1,434751",30535623
Бармен,18.06.2015,2015,"1,09096",40124361
Белый тигр,03.05.2012,2012,"1,434751",30509110
Большой собачий побег,04.11.2016,2016,"1,04",42016863
18-14,03.01.2008,2008,"2,018811",21518834
Жених напрокат,05.05.2011,2011,"1,539488",28058358
Пила 4,06.12.2007,2007,"2,339802",18431642
Большие мамочки: Сын как отец,24.02.2011,2011,"1,539488",27958780
Список контактов,25.04.2008,2008,"2,018811",21320434
Все о мужчинах,02.09.2016,2016,"1,04",41259603
Уйти красиво,07.04.2017,2017,1,42887902
Дом грёз,29.09.2011,2011,"1,539488",27802517
Аполлон 18,01.09.2011,2011,"1,539488",27768296
Мы купили зоопарк,08.03.2012,2012,"1,434751",29785031
Город воров,21.10.2010,2010,"1,673423",25500785
Клуб Винкс: Тайна морской бездны,02.10.2014,2014,"1,202238",35457900
Кибер,29.01.2015,2015,"1,09096",39060471
Виноваты звезды,04.09.2014,2014,"1,202238",35441844
Скалолазка и последний из седьмой колыбели,01.11.2007,2007,"2,339802",18172426
Риф 3D,25.04.2013,2013,"1,328473",32001318
Стань легендой! Бигфут Младший,28.07.2017,2017,1,42493669
Контрабанда,12.01.2012,2012,"1,434751",29550845
Робинзон Крузо: Очень обитаемый остров,15.04.2016,2016,"1,04",40664813
Чем дальше в лес...,25.12.2014,2014,"1,202238",35117994
Любовь случается,24.09.2009,2009,"1,80897",23325813
Академия вампиров,27.02.2014,2014,"1,202238",35076874
От винта 3D,09.08.2012,2012,"1,434751",29368585
Викинги,23.10.2014,2014,"1,202238",35003523
Господа офицеры: Спасти императора,17.04.2008,2008,"2,018811",20843101
Подводная эра,02.06.2017,2017,1,42052307
Влюбиться в невесту брата,13.12.2007,2007,"2,339802",17904830
Чернильное сердце,19.03.2009,2009,"1,80897",23122698
3 дня на убийство,10.04.2014,2014,"1,202238",34746459
Непобедимый,23.10.2008,2008,"2,018811",20585553
28 недель спустя,31.05.2007,2007,"2,339802",17750272
Ларго Винч 2: Заговор в Бирме,10.03.2011,2011,"1,539488",26954312
У холмов есть глаза 2,10.05.2007,2007,"2,339802",17643478
Книга жизни,26.02.2015,2015,"1,09096",37773990
На измене,28.10.2010,2010,"1,673423",24618945
Восход тьмы,25.10.2007,2007,"2,339802",17588502
Сколько у тебя?,29.09.2011,2011,"1,539488",26680043
Закон ночи,13.01.2017,2017,1,41027493
Гангстер,13.12.2007,2007,"2,339802",17461633
Мой домашний динозавр,06.03.2008,2008,"2,018811",20218249
Судный день,27.03.2008,2008,"2,018811",20210783
Мы – монстры,27.10.2017,2017,1,40797337
Хороший мальчик,11.11.2016,2016,"1,04",39224166
Крид: Наследие Рокки,15.01.2016,2016,"1,04",39211565
Очень плохие мамочки,02.09.2016,2016,"1,04",39172580
Линкольн для адвоката,14.04.2011,2011,"1,539488",26445679
Обитель проклятых,23.10.2014,2014,"1,202238",33851693
"Я, Алекс Кросс",18.10.2012,2012,"1,434751",28326019
Пила 5,30.10.2008,2008,"2,018811",20103711
Шеф Адам Джонс,13.11.2015,2015,"1,09096",37103795
Кровавая леди Батори,26.02.2015,2015,"1,09096",37100230
Новый парень моей мамы,05.06.2008,2008,"2,018811",20044187
"С глаз – долой, из чарта – вон!",12.04.2007,2007,"2,339802",17252454
Кукарача 3D,24.03.2011,2011,"1,539488",26189918
Антидурь,06.09.2007,2007,"2,339802",17201065
Авантюристы,10.04.2014,2014,"1,202238",33422728
В пролёте,25.04.2008,2008,"2,018811",19886928
Воды слонам!,21.04.2011,2011,"1,539488",26000496
Ханна. Совершенное оружие,05.05.2011,2011,"1,539488",25989892
Чужая,17.06.2010,2010,"1,673423",23812672
Напряги извилины,17.07.2008,2008,"2,018811",19581419
Зачинщики,30.09.2016,2016,"1,04",37834420
Дубровский,06.03.2014,2014,"1,202238",32596377
Древо жизни,09.06.2011,2011,"1,539488",25425722
Поцелуй сквозь стену,27.01.2011,2011,"1,539488",25402070
Отпетые мошенники,07.08.2008,2008,"2,018811",19351138
Случайный муж,11.09.2008,2008,"2,018811",19321646
Законопослушный гражданин,05.11.2009,2009,"1,80897",21511706
Русалка,22.11.2007,2007,"2,339802",16542395
Уиджи. Проклятие доски дьявола,11.11.2016,2016,"1,04",37024543
Тайна Чингис Хаана,12.03.2009,2009,"1,80897",21274188
Наемник,29.09.2017,2017,1,38482705
Неудержимый,07.02.2013,2013,"1,328473",28929482
Порочная страсть,04.10.2012,2012,"1,434751",26771868
7-ой гном,28.08.2014,2014,"1,202238",31832299
Папе снова 17,28.05.2009,2009,"1,80897",21143782
Полночь в Париже,06.10.2011,2011,"1,539488",24843967
Побег из Вегаса,03.06.2010,2010,"1,673423",22841070
Кубо. Легенда о самурае,21.10.2016,2016,"1,04",36634135
Ватиканские записи,30.07.2015,2015,"1,09096",34894557
Вики Кристина Барселона,22.01.2009,2009,"1,80897",21009076
Бёрдмэн,22.01.2015,2015,"1,09096",34789457
Барашек Шон,26.03.2015,2015,"1,09096",34761527
"Кожа, в которой я живу",22.09.2011,2011,"1,539488",24631023
Мой кровавый Валентин 3D,09.04.2009,2009,"1,80897",20959502
Распутин,07.11.2013,2013,"1,328473",28537594
Война динозавров,03.01.2008,2008,"2,018811",18769860
Монстры,30.09.2010,2010,"1,673423",22506193
Светская жизнь,22.07.2016,2016,"1,04",36144655
Ларри Краун,21.07.2011,2011,"1,539488",24412829
Женщины,04.12.2008,2008,"2,018811",18572969
Нянька по вызову,01.10.2009,2009,"1,80897",20680505
Мартышки в космосе,28.08.2008,2008,"2,018811",18489696
Мрачные небеса,21.02.2013,2013,"1,328473",28060000
Вкус жизни,30.08.2007,2007,"2,339802",15928608
Тревожный вызов,14.03.2013,2013,"1,328473",28048544
Про любовь. Только для взрослых,01.09.2017,2017,1,37236028
Артур и минипуты,22.03.2007,2007,"2,339802",15902377
Техасская резня бензопилой 3D,07.02.2013,2013,"1,328473",28004397
Территория,16.04.2015,2015,"1,09096",34042448
Спираль,27.02.2014,2014,"1,202238",30843605
Невидимый,03.05.2007,2007,"2,339802",15812862
Солдаты удачи,19.07.2012,2012,"1,434751",25786300
Рокки Бальбоа,25.01.2007,2007,"2,339802",15769824
Руд и Сэм,29.11.2007,2007,"2,339802",15722723
Ярослав. Тысячу лет назад,14.10.2010,2010,"1,673423",21944793
Кукла,29.01.2016,2016,"1,04",35260176
Джастин и рыцари доблести,24.10.2013,2013,"1,328473",27561534
Операция «Арго»,08.11.2012,2012,"1,434751",25517015
Солнечный удар,09.10.2014,2014,"1,202238",30442251
Очень опасная штучка,26.01.2012,2012,"1,434751",25501352
Прочь,12.05.2017,2017,1,36558995
Новогодний переполох,15.12.2017,2017,1,36521325
Страховщик,16.10.2014,2014,"1,202238",30376176
Пришествие Дьявола,30.01.2014,2014,"1,202238",30371996
Хэллоуин 2007,25.10.2007,2007,"2,339802",15593851
Мармадюк,03.06.2010,2010,"1,673423",21655936
Клуб счастья,02.12.2010,2010,"1,673423",21615302
Вычислитель,18.12.2014,2014,"1,202238",30018710
Двойной КОПец,17.06.2010,2010,"1,673423",21561519
Три мушкетера,14.11.2013,2013,"1,328473",27122300
Тиски,15.11.2007,2007,"2,339802",15398862
Игра на понижение,22.01.2016,2016,"1,04",34636169
Неизвестный,17.02.2011,2011,"1,539488",23382788
Никто не знает про секс 2: No sex,10.04.2008,2008,"2,018811",17824132
Саботаж,17.04.2014,2014,"1,202238",29871740
Фантомы,03.04.2008,2008,"2,018811",17758947
Впусти меня. Сага,25.11.2010,2010,"1,673423",21357610
Соломон Кейн,07.01.2010,2010,"1,673423",21290919
Поклонник,26.03.2015,2015,"1,09096",32600840
Мальчики-налетчики,04.11.2010,2010,"1,673423",21212171
Нерожденный,22.01.2009,2009,"1,80897",19611920
Телохранитель,10.02.2011,2011,"1,539488",23013713
Родительский беспредел,17.01.2013,2013,"1,328473",26565994
Серена,30.10.2014,2014,"1,202238",29346611
Самый пьяный округ в мире,06.12.2012,2012,"1,434751",24548846
Машина времени в джакузи,13.05.2010,2010,"1,673423",20842043
Сноуден,16.09.2016,2016,"1,04",33470002
Гороскоп на удачу,16.07.2015,2015,"1,09096",31905550
Путь воина,02.12.2010,2010,"1,673423",20787479
Патруль,20.09.2012,2012,"1,434751",24209481
Суперкоманда,30.04.2015,2015,"1,09096",31827905
Ночной беглец,16.04.2015,2015,"1,09096",31733465
Криминальная фишка от Генри,07.04.2011,2011,"1,539488",22481488
Ниндзя-убийца,03.12.2009,2009,"1,80897",19091195
Невозможное,14.02.2013,2013,"1,328473",25972788
Ужас Амитивилля: Пробуждение,21.07.2017,2017,1,34386806
Римские приключения,05.07.2012,2012,"1,434751",23952739
Махни крылом,06.11.2014,2014,"1,202238",28529508
Корпорация монстров,17.01.2013,2013,"1,328473",25772090
Между нами горы,06.10.2017,2017,1,34063452
Девушка без комплексов,10.09.2015,2015,"1,09096",31162801
Искатель воды,02.04.2015,2015,"1,09096",31153921
Преступник,15.04.2016,2016,"1,04",32670642
Чертов мобильник,30.08.2007,2007,"2,339802",14437258
Шпион по соседству,28.01.2010,2010,"1,673423",20171570
"Кто Вы, Мистер Брукс?",14.06.2007,2007,"2,339802",14422430
Охотники на драконов,20.03.2008,2008,"2,018811",16709763
Еще одна из рода Болейн,06.03.2008,2008,"2,018811",16706781
Необычайные приключения Адель,22.07.2010,2010,"1,673423",20135769
Мантикора,10.02.2011,2011,"1,539488",21851986
Уловки Норбита,08.03.2007,2007,"2,339802",14365661
Как знать...,10.02.2011,2011,"1,539488",21812897
Пчёлка Майя,30.10.2014,2014,"1,202238",27931341
Дитя тьмы,08.10.2009,2009,"1,80897",18520096
Артур и война двух миров,18.11.2010,2010,"1,673423",20009748
Мифы,17.11.2017,2017,1,33455023
Астробой,22.10.2009,2009,"1,80897",18468636
Прежде чем я усну,30.10.2014,2014,"1,202238",27762246
Шутки в сторону,09.05.2013,2013,"1,328473",25118149
Завтрак у папы,24.06.2016,2016,"1,04",32035768
Философы: Урок выживания,10.10.2013,2013,"1,328473",25000000
Король вечеринок 2,08.02.2007,2007,"2,339802",14169856
Глаз,21.02.2008,2008,"2,018811",16388959
Лекарь: Ученик Авиценны,06.02.2014,2014,"1,202238",27510958
Хатико: Самый верный друг,22.10.2009,2009,"1,80897",18274246
Трио в перьях,19.05.2017,2017,1,33032627
Тайна 7 сестер,01.09.2017,2017,1,32954144
Любовь с ограничениями,10.03.2017,2017,1,32935602
Тэд-путешественник и тайна царя Мидаса,20.10.2017,2017,1,32931788
Миллион способов потерять голову,10.07.2014,2014,"1,202238",27336191
Тело Дженнифер,01.10.2009,2009,"1,80897",18140135
20 сигарет,11.10.2007,2007,"2,339802",13985998
20 сигарет,11.10.2007,2007,"2,339802",13985998
Под покровом ночи,09.12.2016,2016,"1,04",31463736
Прошлой ночью в Нью-Йорке,13.01.2011,2011,"1,539488",21243218
Маршрут построен,01.04.2016,2016,"1,04",31366273
Мастер и Маргарита,07.04.2011,2011,"1,539488",21185072
Дневники няни,13.09.2007,2007,"2,339802",13868589
Кровавый алмаз,01.02.2007,2007,"2,339802",13854550
Девять жизней,02.09.2016,2016,"1,04",31099323
12 лет рабства,12.12.2013,2013,"1,328473",24213484
12 лет рабства,12.12.2013,2013,"1,328473",24213484
Снупи и мелочь пузатая в кино,25.12.2015,2015,"1,09096",29440026
Джезабель,27.11.2014,2014,"1,202238",26681132
Успеть за 30 минут,29.09.2011,2011,"1,539488",20827618
Эксперимент: Зло,08.05.2014,2014,"1,202238",26647190
Врата в 3D,17.06.2010,2010,"1,673423",19130475
Нелюбовь,02.06.2017,2017,1,31919550
Враг государства №1: Легенда,18.12.2008,2008,"2,018811",15774912
Боевой конь,26.01.2012,2012,"1,434751",22158932
Большая игра,12.01.2018,2018,1,31779814
Кровь и шоколад,25.01.2007,2007,"2,339802",13547720
Семь жизней,15.01.2009,2009,"1,80897",17486169
Необыкновенное путешествие Серафимы,27.08.2015,2015,"1,09096",28991374
Тайна в их глазах,20.11.2015,2015,"1,09096",28963867
На крючке!,03.02.2011,2011,"1,539488",20503069
Роковая красотка,02.08.2007,2007,"2,339802",13393398
Наводнение,06.12.2007,2007,"2,339802",13383231
Антураж,30.07.2015,2015,"1,09096",28647677
Побочный эффект,28.02.2013,2013,"1,328473",23456750
Несносные леди,29.04.2016,2016,"1,04",29925167
Superнянь,20.11.2014,2014,"1,202238",25806085
Медведь Йоги,06.01.2011,2011,"1,539488",20142308
Коко до Шанель,08.10.2009,2009,"1,80897",17137136
Делай ноги,04.01.2007,2007,"2,339802",13247483
Три дня в Одессе,15.03.2007,2007,"2,339802",13151250
Как поймать перо Жар-Птицы,24.10.2013,2013,"1,328473",23155646
Дорога перемен,29.01.2009,2009,"1,80897",16991395
Крякнутые каникулы,19.02.2016,2016,"1,04",29536911
Пенелопа,02.08.2007,2007,"2,339802",13110736
Мальчикам это нравится,02.10.2008,2008,"2,018811",15173159
Бумажные города,23.07.2015,2015,"1,09096",28052996
Симпсоны в кино,30.08.2007,2007,"2,339802",13070469
Дед Мороз. Битва Магов,30.12.2016,2016,"1,04",29387006
Апартаменты 1303,06.12.2012,2012,"1,434751",21240868
Стукач,21.02.2013,2013,"1,328473",22924609
Интернэшнл,26.02.2009,2009,"1,80897",16824483
Магия лунного света,25.09.2014,2014,"1,202238",25313806
Сомния,29.04.2016,2016,"1,04",29237997
Сигнал,04.09.2014,2014,"1,202238",25066791
Большое путешествие вглубь океанов 3D,06.08.2009,2009,"1,80897",16610821
Т2 Трейнспоттинг (На игле 2),10.03.2017,2017,1,29913893
Незваные,30.04.2009,2009,"1,80897",16512952
Вурдалаки,24.02.2017,2017,1,29644156
Утомленные солнцем 2: Цитадель,05.05.2011,2011,"1,539488",19255685
Правдивая история Кота в сапогах,24.09.2009,2009,"1,80897",16386834
Дорогой Джон,25.02.2010,2010,"1,673423",17678152
Тайна четырех принцесс,14.08.2014,2014,"1,202238",24560902
Нереальный блокбастер,25.09.2008,2008,"2,018811",14621113
Последние рыцари,02.04.2015,2015,"1,09096",27051258
Упс… Ной уплыл!,20.08.2015,2015,"1,09096",26979715
Вторжение: Битва за рай,24.02.2011,2011,"1,539488",19089756
Пятьдесят оттенков черного,05.02.2016,2016,"1,04",28187066
Ведьма из Блэр: Новая глава,07.10.2016,2016,"1,04",28096943
Сфера,28.04.2017,2017,1,29205248
Нико 2,13.12.2012,2012,"1,434751",20277239
Отель для собак,19.02.2009,2009,"1,80897",15896813
Химера,24.06.2010,2010,"1,673423",17150612
На расстоянии любви,09.09.2010,2010,"1,673423",17113123
Король сафари,24.07.2014,2014,"1,202238",23702253
Убийца внутри меня,16.09.2010,2010,"1,673423",16965731
Да здравствует Цезарь!,04.03.2016,2016,"1,04",27288693
Одноклассницы,17.06.2016,2016,"1,04",27192244
Левша,30.07.2015,2015,"1,09096",25869928
Крутая Джорджия,10.05.2007,2007,"2,339802",12018724
Рука Дьявола,18.12.2014,2014,"1,202238",23378996
На скейте от смерти,25.09.2008,2008,"2,018811",13892133
Поезд на Юму,06.09.2007,2007,"2,339802",11958816
Милые кости,25.02.2010,2010,"1,673423",16715374
Не оставляющий следа,03.04.2008,2008,"2,018811",13806080
Два мира,25.04.2008,2008,"2,018811",13794121
Руины,17.04.2008,2008,"2,018811",13783099
Носители,26.11.2009,2009,"1,80897",15372445
Пришельцы на чердаке,30.07.2009,2009,"1,80897",15354457
Мститель,15.01.2009,2009,"1,80897",15351371
Дозор джунглей,08.09.2017,2017,1,27701730
